arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
34.0,4.073,262144,149974.53094109014
34.0,4.639,32768,396803.5213024199
34.0,5.649,4096,182011.66016494657
34.0,7.918,512,114057.94098176593
34.0,16.772,64,53128.03980950172
