arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,103780.0642609167
40.0,4.639,32768,156150.39319194813
40.0,5.649,4096,41950.64589490846
40.0,7.918,512,29219.63425506897
40.0,16.772,64,20039.551841296252
