arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
30.0,4.073,262144,270522.67608649743
30.0,4.639,32768,920364.6007610245
30.0,5.649,4096,716610.95623846
30.0,7.918,512,1446297.4314898024
30.0,16.772,64,2897511.950566382
