arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
28.0,4.073,262144,847498.0252378173
28.0,4.639,32768,2490980.1882518055
28.0,5.649,4096,1991373.5517604426
28.0,7.918,512,4806055.707583714
28.0,16.772,64,8196131.70846827
