arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
20.0,4.073,262144,2468329.228278108
20.0,4.639,32768,4401226.003538332
20.0,5.649,4096,7557356.430596019
20.0,7.918,512,14298469.416322295
20.0,16.772,64,27585975.019077484
