arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
32.0,4.073,262144,239287.7718584884
32.0,4.639,32768,364566.17839975224
32.0,5.649,4096,135000.78360142952
32.0,7.918,512,225091.56959557591
32.0,16.772,64,153980.76364273558
