arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
32.0,4.073,262144,717764.4929578225
32.0,4.639,32768,233849.63510127613
32.0,5.649,4096,218986.2922490812
32.0,7.918,512,129163.02439165785
32.0,16.772,64,134250.7029962972
