arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,680478.8010540813
20.0,4.639,32768,1089192.6220274356
20.0,5.649,4096,2435632.691471766
20.0,7.918,512,5269808.03603822
20.0,16.772,64,9676967.109888718
