arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,1123035.1705570044
20.0,4.639,32768,1652031.9674994186
20.0,5.649,4096,2675448.416334914
20.0,7.918,512,5126262.348604098
20.0,16.772,64,10261988.291970031
