arrival_rate,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time
36.0,4.073,262144,287534.86359918164
36.0,4.639,32768,136538.08176475894
36.0,5.649,4096,169508.3074247395
36.0,7.918,512,73527.86286163906
36.0,16.772,64,41552.356142582335
