arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,900705.2945181348
22.0,4.639,32768,1184220.6190562635
22.0,5.649,4096,2161609.3537517367
22.0,7.918,512,4883069.380822988
22.0,16.772,64,7938139.797495696
