arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,104215.8801047134
38.0,4.639,32768,34969.06524344052
38.0,5.649,4096,66742.11032773837
38.0,7.918,512,39457.17104659177
38.0,16.772,64,21278.54804727052
