arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
22.0,4.073,262144,1308221.7417490813
22.0,4.639,32768,1806854.1102410564
22.0,5.649,4096,4109800.014104701
22.0,7.918,512,8522903.586387623
22.0,16.772,64,18561030.95398518
