arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,91879.91385498791
30.0,4.639,32768,542498.4324576431
30.0,5.649,4096,312256.65063533874
30.0,7.918,512,404088.3289034713
30.0,16.772,64,1878115.3961149459
