arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
24.0,4.073,262144,551402.9154592855
24.0,4.639,32768,1631970.3426376963
24.0,5.649,4096,2835984.581811051
24.0,7.918,512,6925990.6583086
24.0,16.772,64,15965889.310602902
