arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,438075.42372290185
22.0,4.639,32768,918985.0176221591
22.0,5.649,4096,1088539.9612255858
22.0,7.918,512,3212871.762675255
22.0,16.772,64,6291742.839650314
