arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,768188.0590369783
20.0,4.639,32768,1070474.1572069828
20.0,5.649,4096,1605964.3644685894
20.0,7.918,512,3686724.1712797014
20.0,16.772,64,7283197.115179364
