arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,393571.3083851515
32.0,4.639,32768,89693.02121124028
32.0,5.649,4096,190630.59318220674
32.0,7.918,512,109692.81811951046
32.0,16.772,64,86932.57993985915
