arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
26.0,4.073,262144,434680.767220037
26.0,4.639,32768,601237.0689129205
26.0,5.649,4096,2169806.8351291087
26.0,7.918,512,5885498.385424636
26.0,16.772,64,13158052.309096359
