arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,51389.28157699814
32.0,4.639,32768,183997.0122936783
32.0,5.649,4096,118079.10625508647
32.0,7.918,512,251337.0591615968
32.0,16.772,64,104856.44970148474
