arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
40.0,4.073,262144,69804.90033658096
40.0,4.639,32768,91428.53237365237
40.0,5.649,4096,66165.49557737779
40.0,7.918,512,31011.2999243824
40.0,16.772,64,19553.88736287493
