arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
34.0,4.073,262144,152586.9886785895
34.0,4.639,32768,205680.0372714863
34.0,5.649,4096,93288.65905885882
34.0,7.918,512,73213.22153136003
34.0,16.772,64,56915.78195017618
