arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
40.0,4.073,262144,90470.81227114079
40.0,4.639,32768,65952.65592832482
40.0,5.649,4096,77121.32074206199
40.0,7.918,512,27475.193393313904
40.0,16.772,64,18414.15754249974
