arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,56897.44894105534
38.0,4.639,32768,130403.42472880073
38.0,5.649,4096,29969.843760019838
38.0,7.918,512,24889.679246627507
38.0,16.772,64,20329.6140396221
