arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
24.0,4.073,262144,326899.0904315887
24.0,4.639,32768,1463949.7259147938
24.0,5.649,4096,3265807.573422537
24.0,7.918,512,6760516.497861314
24.0,16.772,64,15759300.358626997
