arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
28.0,4.073,262144,663329.0126151576
28.0,4.639,32768,1676138.824473677
28.0,5.649,4096,1284828.3867450936
28.0,7.918,512,3912701.716486193
28.0,16.772,64,10249290.549726503
