arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
40.0,4.073,262144,61233.32747777145
40.0,4.639,32768,93160.69175355021
40.0,5.649,4096,54482.97646054224
40.0,7.918,512,31604.576456582992
40.0,16.772,64,17736.613036315586
