arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
20.0,4.073,262144,1198492.0379222382
20.0,4.639,32768,2766183.811037148
20.0,5.649,4096,5358105.798837496
20.0,7.918,512,9506441.251152348
20.0,16.772,64,21097181.288758054
