arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
22.0,4.073,262144,1188260.5993484762
22.0,4.639,32768,1854567.8744882862
22.0,5.649,4096,4236203.030941152
22.0,7.918,512,8764623.4697745
22.0,16.772,64,18520226.71482612
