arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
22.0,4.073,262144,1312833.852508001
22.0,4.639,32768,1571667.997478157
22.0,5.649,4096,3941989.1345291655
22.0,7.918,512,8505050.28979635
22.0,16.772,64,18290699.266066786
