arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
22.0,4.073,262144,1479223.4103914122
22.0,4.639,32768,2477685.333938311
22.0,5.649,4096,3524077.4209903507
22.0,7.918,512,8587105.023098005
22.0,16.772,64,18783161.343857374
