arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,192516.0646439668
40.0,4.639,32768,143561.77828377578
40.0,5.649,4096,47528.462746021985
40.0,7.918,512,23046.132886017993
40.0,16.772,64,13863.63401132618
