arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,188182.41138852484
30.0,4.639,32768,126476.09575330825
30.0,5.649,4096,695693.6749913715
30.0,7.918,512,637852.6648890008
30.0,16.772,64,1459263.8471736356
