arrival_rate,bp_parameter_L,bp_parameter_H
40.0,4.073,262144,54204.852467283774
40.0,4.639,32768,65639.60917007353
40.0,5.649,4096,52299.99784894833
40.0,7.918,512,19226.463351329076
40.0,16.772,64,14147.122463596617
