arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,415436.89142395626
22.0,4.639,32768,844326.6109403399
22.0,5.649,4096,1722737.1467748643
22.0,7.918,512,2820325.8196238605
22.0,16.772,64,6359347.051266112
