arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
24.0,4.073,262144,387351.0386935861
24.0,4.639,32768,1702400.5941860452
24.0,5.649,4096,3076404.1978982543
24.0,7.918,512,6953391.451431956
24.0,16.772,64,15970921.381879507
