arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
22.0,4.073,262144,713964.0933310302
22.0,4.639,32768,1925032.2236438019
22.0,5.649,4096,3568213.129701756
22.0,7.918,512,8575977.903501676
22.0,16.772,64,18273881.97603968
