arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
36.0,4.073,262144,192207.09856818503
36.0,4.639,32768,155462.0717827985
36.0,5.649,4096,84395.97238612753
36.0,7.918,512,60253.32949306619
36.0,16.772,64,34865.28779459593
