arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
24.0,4.073,262144,816903.4125060318
24.0,4.639,32768,800368.7945085065
24.0,5.649,4096,3057260.97472836
24.0,7.918,512,6591049.138828507
24.0,16.772,64,15885684.762595033
