arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,378597.57856330776
36.0,4.639,32768,103005.70948253306
36.0,5.649,4096,51910.59299410863
36.0,7.918,512,35707.68354290152
36.0,16.772,64,22326.457287263467
