arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,426079.33424539614
24.0,4.639,32768,790860.5459662279
24.0,5.649,4096,1401766.628084718
24.0,7.918,512,2506270.678750402
24.0,16.772,64,5456617.955651193
