arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
26.0,4.073,262144,1115994.5768031313
26.0,4.639,32768,1225719.2131732292
26.0,5.649,4096,1741621.0545741573
26.0,7.918,512,5400860.82013201
26.0,16.772,64,12201576.830157978
