arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
28.0,4.073,262144,330422.0526932184
28.0,4.639,32768,397501.0804501039
28.0,5.649,4096,1180560.6744949622
28.0,7.918,512,4258334.762098208
28.0,16.772,64,10382053.720879795
