arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
32.0,4.073,262144,120594.18570561352
32.0,4.639,32768,459932.8197932824
32.0,5.649,4096,181558.29193126928
32.0,7.918,512,130013.11405777496
32.0,16.772,64,366241.841961019
