arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,58995.282658870274
38.0,4.639,32768,87325.0489664907
38.0,5.649,4096,69257.22246812964
38.0,7.918,512,23023.308124594085
38.0,16.772,64,15761.061924883108
