arrival_rate,bp_parameter_L,bp_parameter_H
30.0,4.073,262144,221998.93605826132
30.0,4.639,32768,307260.02149645175
30.0,5.649,4096,344581.45219526836
30.0,7.918,512,157120.81310252947
30.0,16.772,64,2037399.4387053805
