arrival_rate,bp_parameter_L,bp_parameter_H
38.0,4.073,262144,75417.09224041988
38.0,4.639,32768,61560.4621408904
38.0,5.649,4096,35292.614524854915
38.0,7.918,512,28235.300565072794
38.0,16.772,64,16551.311941957956
