arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,176410.44551273034
26.0,4.639,32768,324954.64640623314
26.0,5.649,4096,1001352.6319309297
26.0,7.918,512,1826492.2011142012
26.0,16.772,64,4872588.657520661
