arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,168519.2968713079
28.0,4.639,32768,469562.4749498196
28.0,5.649,4096,554480.1081292277
28.0,7.918,512,1103660.1647151173
28.0,16.772,64,3038762.250908254
