arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
40.0,4.073,262144,149989.8785351865
40.0,4.639,32768,233281.88402874322
40.0,5.649,4096,64805.98635157095
40.0,7.918,512,36523.489825042736
40.0,16.772,64,20456.81194614645
