arrival_rate,bp_parameter_L,bp_parameter_H
26.0,4.073,262144,368081.790873985
26.0,4.639,32768,519445.62387992063
26.0,5.649,4096,776656.6890769692
26.0,7.918,512,1645807.260775696
26.0,16.772,64,4321036.863810815
