arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
26.0,4.073,262144,416258.689821606
26.0,4.639,32768,905569.0846042614
26.0,5.649,4096,2404012.204330502
26.0,7.918,512,5103631.047755215
26.0,16.772,64,13293114.541134745
