arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,351832.1944691816
32.0,4.639,32768,112692.78657482918
32.0,5.649,4096,109332.80568063732
32.0,7.918,512,85821.39719790165
32.0,16.772,64,551093.9559258475
