arrival_rate,bp_parameter_L,bp_parameter_H
32.0,4.073,262144,479434.38177711033
32.0,4.639,32768,78486.82005916662
32.0,5.649,4096,98723.15925354091
32.0,7.918,512,87757.58366090078
32.0,16.772,64,70807.12825697707
