arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,348783.0501042159
24.0,4.639,32768,371953.2490044952
24.0,5.649,4096,1174945.009549383
24.0,7.918,512,2538990.990699061
24.0,16.772,64,5601152.252541971
