arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,668906.1243597639
20.0,4.639,32768,1206751.2801509679
20.0,5.649,4096,1850725.5435596062
20.0,7.918,512,3380449.0322198323
20.0,16.772,64,7331656.663530556
