arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
36.0,4.073,262144,183295.6237557242
36.0,4.639,32768,127217.54424213666
36.0,5.649,4096,81873.32823331417
36.0,7.918,512,48641.390800428395
36.0,16.772,64,29777.06137280843
