arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,548019.7113836326
20.0,4.639,32768,1014104.7719372984
20.0,5.649,4096,1722228.2306721138
20.0,7.918,512,3285105.000417795
20.0,16.772,64,7233045.50160712
