arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,426198.793584637
24.0,4.639,32768,506639.3762934342
24.0,5.649,4096,1224244.5361086975
24.0,7.918,512,2543571.77458805
24.0,16.772,64,5470721.474712728
