arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,267081.67303280096
28.0,4.639,32768,505886.65563542984
28.0,5.649,4096,850909.4701394503
28.0,7.918,512,1090278.3465977851
28.0,16.772,64,3563768.196817941
