arrival_rate,bp_parameter_L,bp_parameter_H
22.0,4.073,262144,548100.8025491297
22.0,4.639,32768,794978.9693532779
22.0,5.649,4096,1190243.855823251
22.0,7.918,512,3101915.0849368847
22.0,16.772,64,6752003.153326574
