arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
20.0,4.073,262144,1660423.1569545758
20.0,4.639,32768,2896995.8100734283
20.0,5.649,4096,5055547.249481504
20.0,7.918,512,9514624.45293959
20.0,16.772,64,20442676.029800672
