arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
28.0,4.073,262144,226649.58762592092
28.0,4.639,32768,154860.44163697842
28.0,5.649,4096,1265438.523340822
28.0,7.918,512,3685660.6762823407
28.0,16.772,64,8504845.870186185
