arrival_rate,bp_parameter_L,bp_parameter_H,SRPT_L2_norm_flow_time
28.0,4.073,262144,569663.5787901487
28.0,4.639,32768,902124.8280892174
28.0,5.649,4096,1735658.1891622555
28.0,7.918,512,2736923.615282129
28.0,16.772,64,9319731.000892837
